,ID,Age,Gender,University,Education,Major,BFI_1_E,R_BFI_2_A,BFI_3_C,BFI_4_N,BFI_5_O,R_BFI_6_E,BFI_7_A,R_BFI_8_C,R_BFI_9_N,BFI_10_O,BFI_11_E,R_BFI_12_A,BFI_13_C,BFI_14_N,BFI_15_O,BFI_16_E,BFI_17_A,R_BFI_18_C,BFI_19_N,BFI_20_O,R_BFI_21_E,BFI_22_A,R_BFI_23_C,R_BFI_24_N,BFI_25_O,BFI_26_E,R_BFI_27_A,BFI_28_C,BFI_29_N,BFI_30_O,BFI_31_E,BFI_32_A,BFI_33_C,R_BFI_34_N,R_BFI_35_O,BFI_36_E,R_BFI_37_A,BFI_38_C,BFI_39_N,BFI_40_O,R_BFI_41_O,BFI_42_A,R_BFI_43_C,BFI_44_O,GAAIS_1_P,GAAIS_2_P,R_GAAIS_3_N,GAAIS_4_P,GAAIS_5_P,R_GAAIS_6_N,GAAIS_7_P,R_GAAIS_8_N,R_GAAIS_9_N,R_GAAIS_10_N,GAAIS_11_P,GAAIS_12_P,GAAIS_13_P,GAAIS_14_P,R_GAAIS_15_N,GAAIS_16_P,GAAIS_17_P,GAAIS_18_P,R_GAAIS_19_N,R_GAAIS_20_N,BFI_O,BFI_E,BFI_A,BFI_N,BFI_C,GAAIS_P,GAAIS_N
70,72,23,Woman,Private,Freshman,,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree Strongly,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Agree strongly,Agree a little,Agree strongly,Disagree Strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree Strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,,Disagree Strongly,Neither agree nor disagree,Disagree Strongly,Disagree a little,Agree strongly,Agree strongly,Disagree Strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Strongly agree,Strongly agree,Strongly disagree,(Somewhat) agree,(Somewhat) disagree,,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly agree,Strongly agree,(Somewhat) agree,Strongly agree,(Somewhat) agree,(Somewhat) agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,4.1,3.375,2.666666667,3.428571429,3.222222222,4.5,2
71,73,,Man,Private,Junior,Business,Agree a little,Neither agree nor disagree,Agree a little,Disagree Strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree Strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree strongly,Disagree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Disagree Strongly,Agree a little,Neither agree nor disagree,Disagree Strongly,Strongly disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,2.7,3.625,3.666666667,3.25,3.777777778,3.083333333,1.75
72,74,22,Woman,Private,Senior,Social Sciences,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Disagree Strongly,Agree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,(Somewhat) agree,(Somewhat) agree,Strongly disagree,(Somewhat) disagree,Neutral,Strongly disagree,Neutral,Neutral,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Neutral,Strongly disagree,(Somewhat) disagree,Neutral,Neutral,(Somewhat) disagree,3.8,3.375,4.222222222,4,3.444444444,3,2.125
73,75,22,Woman,Private,Senior,Social Sciences,Agree strongly,Disagree Strongly,Disagree a little,Disagree Strongly,Agree strongly,Disagree a little,Agree strongly,Disagree a little,,Agree strongly,Agree strongly,Disagree a little,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Agree a little,Agree strongly,,Agree strongly,Agree a little,,Agree strongly,Disagree Strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree strongly,Disagree a little,Agree a little,Strongly disagree,Strongly agree,(Somewhat) disagree,Strongly agree,Strongly agree,(Somewhat) disagree,(Somewhat) agree,,Strongly disagree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,(Somewhat) disagree,Strongly agree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,Neutral,3.888888889,3.75,3.555555556,4.428571429,3.25,3.833333333,2.285714286
74,77,22,Woman,Private,Senior,Social Sciences,Disagree Strongly,Agree a little,Agree a little,Disagree a little,Agree a little,Disagree Strongly,Agree strongly,Agree a little,Agree strongly,Agree a little,Disagree a little,Agree strongly,Agree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree strongly,Agree strongly,Disagree Strongly,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree Strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree Strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree a little,(Somewhat) agree,(Somewhat) disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,Strongly disagree,Strongly disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,Strongly disagree,(Somewhat) disagree,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,Strongly disagree,3.5,1.875,4.111111111,4.25,3.555555556,2.666666667,1.625
75,78,25,Woman,Private,Senior,Humanities,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree strongly,Agree a little,Disagree a little,Agree a little,Disagree Strongly,Agree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Agree strongly,Disagree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree Strongly,Disagree a little,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Agree a little,Agree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Disagree Strongly,Agree strongly,Strongly disagree,Neutral,(Somewhat) disagree,Neutral,Neutral,Strongly disagree,(Somewhat) disagree,,Strongly disagree,Strongly disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Strongly disagree,Neutral,Neutral,(Somewhat) disagree,Strongly disagree,Strongly disagree,3.8,2.75,3,4.625,2.444444444,2.666666667,1.142857143
76,79,21,Woman,Private,Freshman,Humanities,Agree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Agree strongly,Agree a little,Agree a little,Agree strongly,Disagree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Disagree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Disagree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree strongly,Strongly disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,(Somewhat) disagree,(Somewhat) disagree,Neutral,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,Strongly disagree,4.5,3.875,3.555555556,2.75,4.111111111,3.666666667,2.125
77,80,21,Man,Private,Senior,Humanities,Disagree Strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree Strongly,Agree strongly,Disagree a little,Disagree a little,Agree strongly,Disagree Strongly,Agree strongly,Agree strongly,Agree strongly,Disagree Strongly,Disagree Strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Disagree Strongly,Disagree Strongly,Agree a little,Agree a little,Agree a little,Disagree Strongly,Disagree Strongly,Agree a little,Disagree Strongly,Agree strongly,Agree a little,Agree strongly,Agree a little,Disagree Strongly,Disagree a little,Disagree Strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Strongly agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,Strongly agree,Strongly agree,(Somewhat) agree,Strongly agree,(Somewhat) agree,(Somewhat) agree,Strongly agree,(Somewhat) disagree,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,Strongly disagree,4.1,1.375,3.888888889,3.375,4,3.416666667,3.375
78,81,22,Woman,Private,Senior,Humanities,Disagree a little,Disagree a little,Agree a little,Agree strongly,Agree strongly,Disagree Strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree strongly,Disagree a little,Disagree Strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree Strongly,Neither agree nor disagree,Disagree Strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) agree,Neutral,Neutral,Neutral,(Somewhat) agree,Neutral,(Somewhat) agree,Neutral,(Somewhat) disagree,2.9,2.375,2.777777778,4.5,3.111111111,3.583333333,3
79,82,22,Woman,Private,Senior,Social Sciences,Agree strongly,Agree a little,Agree strongly,Disagree Strongly,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree Strongly,,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Strongly disagree,(Somewhat) agree,(Somewhat) disagree,Neutral,(Somewhat) agree,,(Somewhat) agree,(Somewhat) agree,Strongly disagree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) agree,(Somewhat) disagree,Neutral,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,3.6,3.25,3.375,2.875,4.111111111,2.916666667,2.428571429
80,83,22,Woman,Private,Senior,Social Sciences,Agree a little,Agree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Strongly disagree,(Somewhat) disagree,Neutral,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) disagree,(Somewhat) disagree,Neutral,(Somewhat) agree,Neutral,Neutral,(Somewhat) disagree,(Somewhat) agree,Neutral,3.2,3.875,4,3,3.333333333,2.666666667,3.25
81,84,23,Man,Private,Senior,Social Sciences,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Disagree Strongly,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Agree a little,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Neutral,(Somewhat) disagree,Neutral,(Somewhat) disagree,Neutral,Neutral,(Somewhat) agree,(Somewhat) agree,,Neutral,Neutral,(Somewhat) agree,Neutral,(Somewhat) agree,Neutral,Neutral,3.4,3,4,3,2.666666667,3.363636364,2.75
82,85,23,Woman,Private,Senior,Social Sciences,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,,Agree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Disagree Strongly,Agree strongly,Neither agree nor disagree,Agree a little,(Somewhat) agree,(Somewhat) agree,Strongly disagree,(Somewhat) agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,Strongly agree,(Somewhat) disagree,Strongly agree,Strongly agree,(Somewhat) agree,,Neutral,Neutral,Neutral,4,4.25,4.333333333,3.875,4.444444444,4.090909091,2.75
83,87,22,Man,Private,Sophomore,Business,Disagree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Disagree Strongly,Agree a little,Disagree Strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,(Somewhat) agree,(Somewhat) disagree,Neutral,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Strongly disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,3.2,2.375,2.777777778,3.375,3.555555556,3.166666667,2.75
84,88,21,Man,Private,Sophomore,Computer Science,Disagree a little,Disagree a little,Agree a little,Disagree Strongly,Agree a little,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Agree strongly,Disagree a little,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree Strongly,Agree a little,Disagree a little,Disagree Strongly,Agree strongly,Agree a little,Disagree Strongly,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,Agree a little,Disagree Strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Agree strongly,Disagree Strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,(Somewhat) disagree,Strongly agree,Neutral,(Somewhat) agree,Strongly agree,(Somewhat) disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,4.2,2.875,3.555555556,2.125,3.222222222,3.833333333,2.875
85,89,21,Woman,Private,Freshman,Business,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Disagree Strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree Strongly,Agree a little,Disagree Strongly,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree Strongly,Disagree a little,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Disagree Strongly,Agree strongly,Disagree a little,Agree a little,(Somewhat) disagree,Neutral,Strongly agree,Strongly disagree,(Somewhat) agree,Strongly disagree,(Somewhat) agree,(Somewhat) agree,Strongly agree,(Somewhat) agree,Strongly agree,Strongly agree,Neutral,(Somewhat) agree,Neutral,Strongly disagree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) disagree,3.888888889,2.625,4.333333333,2.25,3.888888889,3.083333333,3.375
86,90,21,Woman,Private,Senior,Humanities,Agree a little,Agree a little,Agree strongly,Disagree Strongly,Agree a little,Disagree a little,Agree strongly,Agree a little,Disagree Strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree a little,Disagree Strongly,Agree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Disagree a little,Disagree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree a little,Disagree a little,Agree a little,Disagree Strongly,Agree strongly,Strongly disagree,(Somewhat) disagree,(Somewhat) agree,Strongly disagree,(Somewhat) disagree,Strongly disagree,Neutral,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) agree,Strongly disagree,(Somewhat) disagree,Strongly disagree,(Somewhat) agree,Neutral,3.7,3.25,4.555555556,3.125,4.111111111,2.083333333,3.5
87,91,22,Woman,Private,Senior,Social Sciences,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Disagree Strongly,Agree strongly,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Disagree Strongly,Agree strongly,Disagree Strongly,Disagree Strongly,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,Strongly disagree,Neutral,Neutral,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,(Somewhat) disagree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,Strongly agree,3,3.125,4.555555556,3.625,2.888888889,3.166666667,2.375
88,92,23,Man,Private,Senior,Business,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Agree strongly,Agree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,Disagree Strongly,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Neutral,(Somewhat) agree,(Somewhat) disagree,Strongly agree,(Somewhat) agree,,(Somewhat) agree,Neutral,Strongly disagree,Strongly disagree,(Somewhat) agree,,Neutral,(Somewhat) agree,Strongly disagree,(Somewhat) agree,(Somewhat) agree,Neutral,(Somewhat) disagree,Strongly disagree,3.6,4,2.888888889,3.625,2.777777778,3.818181818,1.571428571
89,93,21,Man,Private,Junior,Social Sciences,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Disagree Strongly,Agree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Disagree Strongly,Agree a little,(Somewhat) disagree,Strongly agree,Strongly disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,Strongly disagree,Strongly disagree,(Somewhat) agree,(Somewhat) agree,Strongly agree,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,Strongly disagree,3.8,3.875,3.111111111,3.125,3,3.833333333,1.875
90,94,19,Man,Private,Junior,Humanities,Disagree Strongly,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,,Disagree Strongly,Disagree a little,Agree a little,Agree strongly,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree strongly,Agree a little,Agree a little,Strongly disagree,(Somewhat) agree,Neutral,(Somewhat) disagree,(Somewhat) agree,Strongly disagree,Neutral,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Strongly disagree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) disagree,Neutral,3.5,3.25,4.444444444,2.5,3.75,3,1.875
91,95,20,Woman,Private,Sophomore,Business,Neither agree nor disagree,Agree a little,Disagree Strongly,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Disagree Strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,(Somewhat) disagree,Strongly disagree,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) agree,(Somewhat) agree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) agree,Strongly disagree,3.8,3.375,3.333333333,2.75,3.777777778,2.833333333,2.125
92,96,19,Man,Private,Sophomore,Business,Agree a little,Disagree Strongly,Agree a little,Disagree Strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Disagree Strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Agree strongly,Disagree Strongly,Neither agree nor disagree,Neither agree nor disagree,,Agree a little,Disagree a little,,Agree a little,Disagree Strongly,Agree strongly,Neither agree nor disagree,Disagree a little,Disagree Strongly,Disagree Strongly,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Disagree Strongly,Disagree a little,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) agree,Neutral,Neutral,(Somewhat) disagree,Strongly disagree,Strongly disagree,(Somewhat) agree,(Somewhat) agree,Neutral,Strongly agree,(Somewhat) disagree,(Somewhat) agree,Neutral,Strongly disagree,Neutral,(Somewhat) agree,2.888888889,3.5,2.25,2.5,3.555555556,3.166666667,2.5
93,97,23,Woman,Private,Senior,Business,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Strongly agree,Strongly agree,Neutral,Neutral,(Somewhat) agree,Strongly disagree,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,(Somewhat) agree,(Somewhat) agree,Neutral,Neutral,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,3.3,3.125,3.888888889,3.875,3,4.083333333,2.75
